OPENADMET_CANONICAL_SMILES
CC1=CC=C2C(C(=O)O)=C(O)C(C3=CC=C(Cl)C=C3)=NC2=C1C
O=C(C1=CC=C(C(F)(F)F)C=C1N1N=CC=N1)N1CCOC[C@H]1CC1=CC=CC(N2N=CC=N2)=C1
CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(CC2=NOC3=CC=CC=C23)C2=CC=CC=C2N(C(=O)CS(C)(=O)=O)[C@H]1C
COC1=CC=CC(F)=C1C1C[C@@H](O)C(=O)N1CC1=CC=C2OC3=CC=CC=C3C2=C1
NC1=CC=C([C@@H]2C[C@H]2C(=O)NC2=CC=C(S(=O)(=O)C3=CC=CC=C3)C=C2)C=N1
CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)C2=CC=CC=C2N(CCC2=CC=CC=C2)C1=O
CCOP(=O)(CN1C=CC(NC(=O)C2=CC(OC3=CN=C(C(=O)N4CCC4)C=N3)=CC(OC(C)C)=C2)=N1)OCC
CN1CCN(C2=CC(N3CCCC[C@H]3C(=O)NCCC3=CC=C(C#N)C=C3)=NC(C(F)(F)F)=N2)CC1
CCCS(=O)(=O)C1=CC=C2NC(C3=CC=CC=C3C3=CC=CC=C3)=NC2=C1
CCCN1C=C(S(=O)(=O)C2=CC=C(NC(=O)[C@H]3C[C@@H]3C3=CC=CN=C3)C=C2)C=N1
CCCCOC1=CC=C(C2=CC=CN=C2)C=C1
CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)C2=CC=CC=C2N(CC2=CC=CC=C2)C1=O
CC1=C([C@@H]2C=CN=CN2)C2=CC=CC=C2S1
CC1=CC=C(N2N=CC=N2)C(C(=O)N2CCC[C@H]2CC2=CC=CC(N3N=CC=N3)=C2)=C1
CCN(C[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CC=CN=C1)C[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CC=CN=C1
CC1=CC=C(C(=O)N2CCOC[C@H]2CC2=CC(Cl)=CC(N3N=CC=N3)=C2)C(N2N=CC=N2)=C1
CN(C)CCN(CC1=CC=C(C2=CC=C(Cl)C=C2)C=C1)C(=O)CN1C=C(CC2=CN(C)N=C2)C(=O)N=C1SCC1=CC=C(F)C=C1
O=C(N[C@@H](CC1=CC=CC=C1)CN(CC1=CC=CN=C1)C[C@H](CC1=CC=CC=C1)NC(=O)OCC1=NC=CS1)OCC1=CN=CS1
