OPENADMET_CANONICAL_SMILES
COCCOC1=CN=C2C=CC([C@H](C)N3N=NC4=C3C(=O)N(C3=CC=C(F)C(F)=C3)C=C4)=CC2=C1
CC1=NC=C(C2=NC3=C(NC4(C)CC4)N=C(NC4=CN(C5CC6(C5)CN(C)C6)N=C4)N=C3C=C2F)C=N1
CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@H]1[C@@H]2C[C@H](OC3=CC=NC4=CC=CC=C34)C[C@@H]21
CC(C)S(=O)(=O)C1=CC=CC=C1NC1=NC(NC2=CC3=NNC(NC(=O)CN4CCCC4)=C3C=C2)=NC=C1Cl
CC1=NC(=O)C2=C(C)N=C(C3=C(C4=CC=C(C(F)(F)F)C=C4)N(C)N=C3C)N2N1
CC(C)OC(=O)NC1CCCOC2=C(C3=CC=C(Cl)C=C3)N(C3=CC=CC=C3Cl)N=C21
CCNCC1=CC(NC2=CC=NC3=CC(Cl)=CC=C23)=CC=C1O
COC(=O)C1C(CN2CCC(F)(F)C2)=NC(C2=NC=CS2)=NC1(C)C1=CC=C(F)C=C1
CCCN(CC1CC1)C1=CC(C(=O)NC2=CC=C3NN=CC3=C2)=NC=N1
CCOC(=O)N1CC/C(=C2/C3=CC=C(Cl)C=C3CCC3=CC=CN=C23)C(O)C1
O=C1C(CC2=CNC3=CC=CC=C23)C2=NN=C(C3=CC=CC=C3)N2C2=CC=CC=C2N1CC(=O)N1CCCCC1CC1=CC=NC=C1
C[C@@H](OC1=CC=CC2=NC=NC(NC3=CC=C4C(=C3)C=NN4CC3=CC=CC=N3)=C12)C(=O)N1CCCC1
CCC(=O)N[C@@H](C)C1=CC=C(NC(=O)N2CC(C3=CC=CN=C3)C2)C=C1
CC1=CC(CN2N=C(C(F)(F)F)C=C2Cl)=CC(=O)N1C[C@H]1C[C@@H]1C#N
NC1=NC=C2C=CC=C(OC3=CC(C4=CC=C(C(F)(F)F)C=C4)=NC=N3)C2=N1
COC1=CC=C(CC(=O)N=C(N)N[C@H](CSC)C(=O)NC2=CC(S(N)(=O)=O)=CC=C2C)C=C1OC
CC1=CC=CC(C)=C1CNC1=CC(C2=CNC(=O)NC2=O)=CN2C(C)=C(C)N=C12
CN1C=NC(S(=O)(=O)N2N=C3CCCC[C@@H]3[C@@]2(O)C(F)(F)F)=C1
CC(C)(C)NC(=O)[C@@H]1CN(CC2=CC=CN=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@H]1C2=CC=CC=C2C[C@H]1O
CC1=CC([C@H](C)NC2=NC=CC(N3C(=O)OC[C@@H]3C(C)C)=N2)=NC=C1C1=CC=NC(C(F)(F)F)=C1
CC1=NC2=CC=CC(C3=CC4=C(N3)C3(CC3)NC4=O)=C2N=C1NC(C)(C)C
O=C(O)CC1CC2=CC=C(C3=CC(F)=CC(OC(F)F)=C3)C=C2N1S(=O)(=O)C1=CC=CC(C(F)(F)F)=C1
O=C(NC1=CC=C(F)C(C2=NC3=NC=C(C4=CC=CC=C4)N3C=C2)=C1)N1CCCC1
CC1=CC=C(CCN2C=C(C3=CC=CN=C3)N=C2CN2C(=O)N(C3CC3)C3=CC=NC=C32)C=N1
CC[C@@H]1NC(=O)[C@H]([C@@H]2O[C@@H](SC3=CC=C(Cl)C(OC)=C3)C[C@H]2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O
O=C(N[C@@H](CCN1C[C@@H]2CN(C(=O)C3=CC=C(C(F)(F)F)C=N3)C[C@@H]2C1)C1=CC=CC(F)=C1)C1CCOC1
CN1C(CN2CCC(C3=CC=CC(OCC4=CC=C(Cl)C=C4F)=N3)CC2)=NC2=CC=NC=C21
CC1=NN(C2CCN(C(=O)/C=C/C3=CC=C(C(F)(F)F)C=C3CN3N=NC(C)=N3)CC2)C=N1
O=C(C1=CC=CC(Cl)=C1)N1CCN(CC2=CC=C(N3CCCCS3(=O)=O)C=C2)CC1
O=C(NC1=CC=C(Cl)C=C1)NC1=CC=C(C2=CC=CC=C2)S1
CCN1C=NC2=C(C3=CC=C(F)C(OC4=CN=C(C#N)N=C4)=C3)C=NN=C21
CC1(C)CNC(=O)N(C2=CC=C(F)C(C(F)(F)F)=C2)C1=O
O=C(CC1=CC=CC=C1)NC1=NC2=CC=C(N(CCN3CCOCC3)C(=O)NC3=CC=C(Cl)C=C3)C=C2S1
