OPENADMET_LOGAC50_cyp2j2,OPENADMET_LOGAC50_cyp3a4,OPENADMET_LOGAC50_cyp1a2,OPENADMET_LOGAC50_pxr,OPENADMET_LOGAC50_cyp2d6,OPENADMET_LOGAC50_cyp2c9,OPENADMET_LOGAC50_ahr
,,,,,,5.84
,,,,5.17,,
,,4.8,,4.85,,
,5.28,,,4.8,,
,5.1,4.8,,4.4,5.4,
,5.5,5.6,,,,
,5.0,4.55,,4.8,5.0,
,5.47,,,,,
,6.5,6.8,,,,
,5.15,5.0,,5.45,,
,5.15,,,4.45,4.45,
,,5.5,,,,
,,5.22,,,,
,4.89,,,,5.01,
,,4.5,,4.9,5.6,
,4.8,6.0,,,,
,4.795,,,,,
,5.7,5.5,,4.45,5.9,
,4.92,,,,,
,,6.31,,4.05,4.58,
,,,,,7.35,
,,,,,5.6,
,5.1,4.55,,,4.95,
,4.45,5.75,,5.45,5.05,
,,,,,4.7,
,5.0,,,,,
,5.5,,,,,
,5.4,,,,,
,5.1,,,,,
,4.6,6.4,,4.8,,
,4.72,,,6.27,,
,,,,4.72,,
,,,,,5.45,
,,4.6,,6.357142857142857,,
,5.41,,,,5.96,
,,,,5.7,4.6,
,,5.62,,,,
,,,,,5.7,
,,,,4.99,,
,5.99,,,,,
,,,,6.05,,
,4.4,,,,,
,4.6,,,,,
,4.9,,,,,
,5.0,,,,,
,,,,,4.5,
,6.5,,,,,
,,,5.32,,,
,,,,5.66,,
,,,,,5.13,
,6.640000000000001,7.7,,4.966666666666667,4.4,
,,,,7.0,,
,,4.7,,,,
,,4.65,,5.56,5.26,
,4.7,5.3,,,4.5,
,4.9,4.85,,4.85,5.05,
,,,,,5.29,
,,5.28,,,,
,5.6,,,,,
,5.1,5.8,,,,
,5.66,6.75,,,4.5,
,,6.48,,,4.57,
,5.4,,,4.6,5.3,
,5.5,4.8,,5.0,4.7,
,4.77,,,,,
,4.97,,,,,
,5.4,,,,5.2,
,,4.4,,4.4,,
,6.24,5.05,,5.02,6.03,
,4.55,,,,,
,4.65,,,,4.5,
,,5.0,,,5.9,
,5.72,,,,,
,4.54,,,4.08,,
,6.0,4.8,,5.0,5.0,
,4.8,5.4,,4.5,,
,,,4.55,,,
,4.85,,,,5.15,
,4.7,,,,,
,,,4.03,,,5.17
,5.4,5.07,,4.88,6.26,
,5.5,,,,,
,,6.62,,,,
,6.48,,,,,
,,,,,5.27,
,,5.15,,,5.2,
,5.7,,,,,
,,5.4,,,5.0,
,5.4,,,5.4,5.5,
,,,,6.0,,
,5.08,,,,,
,4.6,4.85,,,7.4,
,5.15,,,,,
,4.7,,,,,
,5.8,,,5.4,,
,6.05,,,,,
,,,,4.9,,
,4.8,4.9,,5.0,4.4,
,5.8,,,,,
,,5.5,,,,
,4.85,4.9,,4.6,4.9,
,4.82,,,,,
,,4.79,,,,
,5.0,4.9,,,5.7,
,,,,5.06,,
,,,,,5.71,
,5.5,4.6,,,4.6,
,5.900000000000001,4.8,,,5.0,
,5.65,4.85,,5.5,5.1,
,,,,,4.6,
,5.11,,,,,
,4.5,,,,,
,5.15,,,,5.45,
,4.9,,,,,
,,4.7,,4.8,4.8,
,,4.5,,,,
,5.32,,,,,
,7.3,4.3,,5.3,6.3,
,,4.9,,7.8,,
,5.0,,,,,
,4.4,,,,,
,5.14,,,,,
,,6.68,,6.0,,
,5.15,6.1,,,5.9,
,4.5,4.5,,,,
,6.3,,,,,
,5.35,4.45,,,,
,,,,7.06,,
,,5.3,,,5.0,
,,,,,4.85,
,5.1,5.2,,,5.55,
,5.400000000000001,,,,,
,,4.64,,4.32,,
,,,,5.5,,
,5.96,,,,5.77,
,4.7,,,,6.17,
,4.33,,,,,
,4.8,5.6,,5.0,5.1,
,,5.45,,4.75,4.85,
,,4.5,,,4.6,
,,,5.94,,,
,5.599999999999999,5.3,,,,
,5.6,,,,,
,5.64,,,,,
,5.11,,,,,
,,5.55,,,,
,5.89,,,,,
,5.3,,,6.5,,
,4.1,,,,4.75,
,5.82,,,,,
,5.4,,,,,
,,4.4,4.5,6.8,,
,,,,,,5.72
,5.1,4.8,,,,
,,4.9,,,,
,5.47,,,,,
,4.85,4.85,,,,
,5.5,,,,,
,4.85,,,5.9,5.6,
,,5.7,,,,
,5.82,,,,,
,4.9,,,,,
,5.23,,,,,
,,5.3,,,,
,4.7,,,,5.4,
,,4.68,,,,
,,,4.89,,4.6,
,5.4,,,,,
,,6.6,,,,
,,,5.55,,,
,5.9,5.0,,,,
,4.85,6.7,,,5.45,
,4.8,,,,,
,6.0,,,,5.15,
,5.11,,,,,
,6.09,,,,,
,4.65,,,,5.0,
,4.9,4.8,,,4.6,
,5.1,4.8,,,,
,5.3,,,,,
,,5.0,,,5.05,
,,,,,4.96,
,4.4,6.95,,,,
,,5.2,,,5.2,
,,,,,5.4,
,,,,,,5.37
,4.6,,,,,
,5.3,4.6,,,4.4,
,,,,,5.4,
,5.7,6.1,,,,
,5.8,4.45,,,4.95,
,4.9,5.1,,4.7,,
,,,,6.75,5.05,
,,,,5.7,,
,,,8.05,,,
,,,,,4.85,
,4.7,4.7,,6.895,4.7,
,,5.3,,6.5,,
,,,,,4.4,
,5.415,,,,,
,5.33,,,,,
,4.8,5.9,,,5.0,
,,6.5,,4.4,,
,4.9,,,,,
,,,,,5.166666666666667,
,,,,4.55,,
,4.96,,,4.62,,
,4.9,,,,,
,,4.95,,,4.75,
,,5.5,,,5.7,
,4.8,,,,,
,5.85,5.7,,,4.85,
,,4.6,,,,
,,,,5.39,,
,4.6,5.5,,,6.8,
,5.4,4.85,,,5.4,
,4.8,4.85,,4.55,,
,5.2,5.3,,,4.6,
,,4.8,,,4.85,
,6.25,6.3,,7.3,6.45,
,,,6.22,,,
,5.3,,,,,
,6.2,4.85,,5.1,5.35,
,4.65,5.15,,8.25,,
,,5.4,,,5.2,
,4.9,,,,5.45,
,,4.65,,,4.9,
,,5.8,,,,
,,,,,4.87,
,4.5,,,,,
,4.5,4.7,,,,
,4.85,,,,5.25,
,4.5,,,,,
,5.7,,,,6.16,
,4.57,,,,,
,4.72,,,,,
,,,,5.4,,
,9.15,,,,,
,6.4,,,5.34,,
,5.5,4.5,,4.5,4.9,
,6.7,,,,,
,5.900000000000001,5.4,,4.9,6.3,
,5.0,4.4,,4.27,5.38,
,,,,4.5,5.65,
,,,,,5.5,
,4.4,,,,,
,4.8,,,,,
,5.2,,,,,
,6.2,,,,,
,,,,,,5.93
,4.5,,,,,
,4.8,4.7,,,,
,,4.65,,,,
,,6.35,,,5.4,
,,5.5,,,5.0,
,5.45,5.9,,4.9,4.95,
,6.3,4.6,,4.9,6.1,
,,5.65,,4.85,,
,,,,4.68,,
,5.3,,,5.6,,
,,,,5.1,,
,,4.85,,,,
,4.4,4.9,,,,
,,,,6.5,5.2,
,,5.0,,5.4,,
,,7.25,,,,
,4.8,5.5,,,,
,5.400000000000001,,,4.8,4.8,
,4.6,,,,,
,4.95,4.5,,,4.95,
,5.3,,,,,
,5.699999999999999,,,,,
,,,,5.02,,
,4.6000000000000005,,,4.9,,
,5.6,,,,,
,,,5.19,,,
,5.32,,,,,
,5.8,,,,,
,4.9,4.9,,,,
,,5.7,,5.3,5.6,
,5.2,5.5,,,,
,,,,,4.8,
,,4.9,,,4.85,
,4.785,,,4.82,,
,5.2,4.85,,,,
,,,6.41,,,
,6.3,6.9,,4.9,6.5,
,,6.08,,,,
,5.5,,,,,
,4.449999999999999,,,,,
,4.9,,,,,
,6.0,6.1,,5.0,5.8,
,4.8,,,4.8,,
,,5.0,,,,
,5.8,5.6,,4.9,,
,,,,,6.0,
,,4.85,,,5.0,
,4.9,6.4,,,,
,,7.1,,4.85,4.85,
,5.5,5.7,,,4.4,
,4.8,6.1,,,5.0,
,,5.9,,,4.65,
,,,,,5.4,
,4.85,5.3,,4.9,,
,4.85,,,,,
,5.56,5.14,,4.81,5.79,
,4.4,,,,,
,5.599999999999999,,,,6.4,
,6.05,,,5.22,,
,5.599999999999999,,,,,
,5.45,,,4.6,5.35,
,,,,,8.3,
,5.400000000000001,,,,,
,,,4.6,,,
,,4.66,,,,
,4.55,,,,4.8,
,4.66,,,,4.77,
,,,,6.074999999999999,,
,6.48,,,5.5,4.98,
,8.62,,,,,
,,,,7.51,,
,4.8,4.5,,5.0,4.4,
,4.95,4.85,,,5.8,
,6.0,,,4.4,5.1,
,5.4,,,,,
,4.92,,,,4.72,
,,5.6,,,,
,,,,,5.75,
,5.15,4.65,,,5.4,
,,,,5.24,,
,4.7,,,,,
,,5.8,,,,
,,,,5.1,5.6,
,4.75,4.55,,,7.0,
,4.5,4.4,,4.4,4.9,
,5.96,,,,,
,,7.47,,,,
,4.6,,,,,
,,,,7.3,,
,,,4.7,,,
,5.34,,,,,
,,5.54,,,,
,4.65,4.57,,,4.51,
,,,,,5.16,
,5.1,5.1,,,5.0,
,6.400000000000001,6.8,,5.1,,
,4.6,4.6,,4.6,4.6,
,5.66,,,,,
,,7.2,,,,
,,4.5,,4.7,,
,5.400000000000001,,,7.4,5.5,
,4.6,,,,,
,,,5.7,,,
,,,7.75,,,
,6.1,5.2,,,,
,,,,,,6.76
,5.3,,,4.85,5.0,
,6.0,,,,,
,5.4,,,,,
,,4.9,,,,
,5.7,4.8,,4.5,5.6,
,4.4,5.0,,,,
,5.18,,,,5.43,
,5.105,,,,5.38,
,5.400000000000001,5.4,,6.2,5.5,
,4.85,4.85,,4.6,4.65,
,5.2,,,,,
,4.85,4.7,,,5.35,
,,5.5,,6.0,5.5,
,5.400000000000001,5.5,,,5.1,
,,,,7.0,,
,4.4,,,,,
,5.65,5.85,,4.65,6.2,
,,4.699999999999999,,,,
,5.24,,,,,
,4.9,6.6,,5.1,6.1,
,5.0,,,,,
,4.8,,,,,
,5.3,,,,5.5,
,,,,,5.72,
,5.35,4.85,,4.6,5.3,
,5.3,6.1,,4.4,,
,5.85,,,5.7,5.6,
,4.6,,,,,
,4.6,5.1,,4.8,6.9,
,4.6,5.9,,4.5,,
,,,,7.7,,
,5.1,,,,,
,5.57,,,,,
,4.77,,,,,
,,5.05,,4.95,,
,,5.1,,5.47,,
,5.55,,,4.57,,
,,5.2,,,4.85,
,5.875,4.58,,5.72,5.85,
,7.4,,,,,
,4.45,5.55,,6.0,4.9,
,5.41,,,,,
,5.599999999999999,,,,,
,4.6,4.4,,5.0,5.6,
,,,,5.0,6.15,
,5.599999999999999,4.8,,5.9,7.3,
,,,,4.8,4.6,
,4.8,4.9,,4.8,,
,,6.7,,,6.15,
,,5.4,,4.4,,
,4.9,4.6,,4.8,4.8,
,,,,,4.6,
,7.82,,,,,
,,4.9,,,5.35,
,5.58,,,,,
,,,,,6.0,
,4.03,,,4.01,4.62,
,5.2,5.65,,4.9,5.65,
,6.0,,,,,
,,6.13,,,,
,5.0,,,,,
,,,,6.7,,
,,5.1,,,,
,4.5,,,4.85,4.75,
,4.5,,,,4.8,
,5.55,5.05,,5.9,4.9,
,4.9,,,,4.7,
,4.85,,,,,
,4.89,,,,,
,5.400000000000001,,,4.8,4.5,
,6.05,,,,4.85,
,4.87,4.58,,,,
,4.9,6.0,,4.4,,
,5.55,4.8,,4.55,5.15,
,,5.4,,,5.5,
,,4.95,,,,
,5.6,,,4.57,5.84,
,4.8,6.4,,,,
,4.95,4.85,,4.85,5.15,
,8.49,,,,,
,,,,5.76,,
,,,,,6.0,
,,,,,6.7,
,6.6,4.85,,,,
,,5.05,,4.82,,
,,6.22,,,,
,,,,5.41,,
,,,,7.7,,
,7.05,4.82,,6.4,5.33,
,,,,5.0,,
,5.35,4.6,,,5.45,
,,,,,5.0,
,4.7,,,,,
,4.4,5.15,,5.25,5.8,
,5.21,,,6.85,,
,4.8,5.15,,,4.95,
,5.16,,,,5.05,
,,,5.785,,,
,5.5,,,,,
,,,,6.4,,
,4.8,,,4.9,4.5,
,,4.8,,5.5,4.7,
,4.9,5.4,,4.6,6.3,
,4.8,4.6,,4.58,5.13,
,,4.5,,,,
,,,6.58,,,
,,4.6,,,4.5,
,5.35,,,,5.8,
,6.3,,,4.85,5.1,
,4.9,5.6,,4.4,4.7,
,6.05,,,,5.45,
,4.8,,,,,
,5.35,6.3,,,5.15,
,7.2,,,,,
,,,5.9,,,
,5.44,,,,,
,5.400000000000001,8.293333333333333,,5.73,8.2,
,5.05,,,,4.85,
,5.48,,,,,
,,4.8,,7.15,,
,4.96,,,,7.0,
,5.4,,,9.0,5.2,
,5.16,,,,,
,5.5,4.6,,,,
,4.5,,,,5.33,
,4.9,,,,,
,,4.77,,,,
,4.605,,,4.78,5.76,
,5.3,,,,,
,,,,,4.5,
,,4.57,,,,
,5.1000000000000005,4.5,,4.55,5.9,
,5.4,,,,,
,4.85,4.95,,,5.05,
,,,,,4.4,
,,5.75,,,6.1,
,,5.5,,,7.65,
,5.1,4.55,,4.55,6.2,
,,,,,4.35,
,4.68,,,,,
,5.1,,,,,
,9.0,,,,,
,5.75,,,,5.7,
,7.0,,,,,
,,,,,,7.94
,4.7,,,,,
,4.5,,,,,
,,,5.26,,,
,5.285,,,,,
,4.65,5.0,,4.85,5.45,
,4.85,4.6,,6.4,5.5,
,,,,,5.3,
,6.05,4.8,,4.85,6.05,
,,,,,4.95,
,,6.04,,,5.34,
,,5.43,,,5.06,
,4.87,,,,,
,,,,,4.4,
,,4.8,,,,
,6.75,6.7,,,5.95,
,,,5.855,,,
,6.400000000000001,6.2,,4.7,6.0,
,,,4.8,,,
,4.9,5.5,,4.7,5.9,
,,,,4.52,,
5.02,4.57,,,,,
,,5.3,,,,
,,4.16,,,,
,,5.99,,,,
,,,,5.55,,
,5.05,5.0,,5.5,,
,,5.1,,4.6,5.45,
,4.9,4.5,,4.95,5.15,
,4.9,6.0,,,4.7,
,4.9,5.9,,,,
,,,,4.65,5.0,
,,,,,5.52,
,6.0,6.6,,5.0,5.8,
,4.8,4.97,,4.65,4.83,
,,,,,5.8,
,,,,5.42,,
,6.3,6.3,,5.9,6.5,
,4.9,4.8,,5.1,4.8,
,5.8,,,,4.4,
,,,,,,6.2
,5.4,4.8,,,4.9,
,,5.6,,,,
,4.65,,,,4.8,
,4.85,,,,5.95,
,5.9,,,,4.85,
,6.16,6.4,,,6.0,
,7.0,4.03,,6.16,5.72,
,5.1,5.3,,4.6,4.8,
,5.4,,,,,
,5.5,6.7,,,,
,4.5,,,,,
,4.8,6.0,,4.8,4.7,
,4.9,5.3,,4.4,5.6,
,4.5,,,4.8,5.9,
,5.0,5.2,,,5.1,
,,,5.72,,,
,4.6,5.8,,4.5,5.266666666666667,
,,,,,4.5,
,,5.15,,,4.9,
,5.09,,,,,
,5.1,,,,4.5,
,5.4,,,,,
,4.95,5.1,,,,
,,4.66,,,,
,4.5,4.85,,,,
,5.44,,,,,
,4.72,,,,,
,5.0,4.55,,,,
,6.0,6.9,,5.0,,
,,5.6,,,,
,5.35,,,5.57,,
,,5.4,,,,
,4.9,,,,,
,5.17,,,,,
,4.9,5.4,,6.2,6.7,
,4.8,,,4.9,6.6,
,4.4,,,,,
,4.65,5.9,,5.05,4.8,
,4.9,,,5.5,,
,,5.4,,,5.4,
,4.8,5.6,,,6.0,
,,4.8,,,,
,,,,,4.75,
,4.8,,,,,
,4.9,5.0,,,5.5,
,,,,5.45,,
,5.91,4.54,,,6.22,
,5.5,5.4,,5.6,,
,5.1,,,,,
,,,,,4.87,
,4.9,5.3,,,,
,,5.1,,5.6,,
,6.099999999999999,6.6,,,,
,,5.8,,,5.5,
,6.1,,,,,
,5.03,,,,,
,,5.65,,7.6,5.4,
,5.1,,,,6.4,
,5.1,4.8,,4.4,4.8,
,4.8,4.7,,5.05,5.85,
,,,,5.0,,
,4.68,,,,,
,4.8,,,,,
,,,,5.4,,
,5.5,,,,5.8,
,6.9,4.8,,5.4,6.3,
,4.9,5.0,,,4.4,
,,,,,5.06,
,,,,,5.2,
,,5.7,,,,
,,,,6.4,,
,4.8,,4.4,,,
,4.8,5.9,,,,
,4.85,,,,4.85,
,4.8,,,,,
,,,,5.6,,
,,,,,4.39,
,,,,,6.05,
,,5.64,,,,
,5.55,5.4,,,6.05,
,,4.1,,,,
,6.7,5.1,,5.0,4.9,
,,5.4,,,4.75,
,,5.3,,,5.5,
,5.15,4.6,,,5.75,
,5.4,,,5.5,5.1,
,,,,,5.41,
,,,,5.1,,
,6.609999999999999,,,,,
,5.0,,,,,
,4.55,5.5,,,5.2,
,4.8,,,,,
,,,5.15,,,
,,5.3,,,,
,4.13,,,,,
,5.2,6.2,,,,
,4.8,,,,,
,,,,5.73,4.5,
,5.0,,,,,
,5.91,,,,,
,,7.07,,,,
,,,6.05,,,
,5.89,,,,,
,,,,,4.9,
,4.5525,4.02,,4.07,4.22,
,,5.9,,,,
,5.5,,,,4.85,
,6.16,,,,,
,5.95,5.9,,6.15,5.55,
,,,,5.8,5.96,
,6.36,,,,,
,5.599999999999999,,,,6.9,
,4.8,5.4,,,5.5,
,4.5,,,,,
,5.17,,,,,
,5.359999999999999,,,,,
,5.85,5.0,,,,
,,,,,5.4,
,5.1,6.2,,7.5,,
,4.8,6.2,,,4.6,
,,,,5.37,,
,5.3,4.6,,,4.7,
,,4.85,,,,
,5.5,,,,5.1,
,5.79,,,,,
,4.7,4.9,,,4.8,
,,,,5.48,5.46,
,,6.1,,,,
,7.0,,,,5.3,
,5.55,5.4,,,4.85,
,4.8,4.7,,,,
,5.1,,,,,
,4.92,,,,,
,5.400000000000001,,,,,
,4.6,6.5,,,5.05,
,4.85,5.15,,4.65,5.0,
,5.5,,,,4.95,
,,,,5.51,,
,5.31,6.4,,,,
,4.8,5.88,,,,
,,,,5.8,5.05,
,5.7,6.3,,6.3,6.5,
,5.49,,,,,
,4.75,5.1,,,,
,5.15,5.5,,4.8,5.45,
,,5.15,,4.4,,
,,,,5.47,,
,5.3,,,4.7,,
,4.4,,,,6.4,
,5.2,5.9,,,,
,,4.4,,,4.4,
,4.8,,,5.0,4.9,
,6.15,,,5.7,,
,5.400000000000001,,,,,
,,6.87,,,,
,6.59,,,,,
,,4.7,,4.8,,
,5.58,,,,,
,,5.4,,,,
,5.9,,,,,
,4.9,,,,4.65,
,,5.25,,,,
,4.7,6.35,,,,
,5.400000000000001,,,,,
,5.2,,,,,
,4.8,,,4.9,,
,,,5.06,,,
,4.85,5.5,,,5.5,
,5.45,,,5.1,5.6,
,4.9,,,,,
,5.4,,,5.5,5.5,
,,,,,4.82,
,,4.21,,5.0,4.46,
,4.44,,,,,
,,5.5,,,,
,4.5,5.5,,5.6,4.6,
,,4.9,,4.95,5.35,
,,4.9,,4.75,4.4,
,5.46,,,,,
,5.7,,,,,
,,,,6.725,,
,6.2,,,,,
,,6.5,,,,
,4.96,,,,5.24,
,5.3,4.4,,5.785714285714286,,
,,5.5,,,,
,4.7,5.55,,,5.8,
,5.5,6.5,,,5.4,
,5.17,,,,,
,6.27,,,,,
,,,6.95,,,
,5.4,,,5.9,,
,,6.3,,,,
,4.8,5.5,,4.4,,
,5.22,,,,,
,,,,,4.7,
,,,,,4.77,
,,,,,4.97,
,4.9,4.5,,,,
,,5.3,,,,
,5.400000000000001,,,6.0,5.7,
,4.7,,,,,
,,,,,5.2,
,4.6,,,,,
,,,,5.11,5.08,
,5.599999999999999,6.7,,4.9,,
,,4.6,,4.75,,
,,5.0,,,5.45,
,4.6,,,,,
,5.4,,,,,
,5.1,,,4.45,5.1,
,6.7,,,,,
,5.51,7.28,,,6.14,
,6.1,,,6.1,5.0,
,4.4,,,,,
,,,6.086666666666667,,,
,,,,,5.21,
,5.3,,,,,
,4.8100000000000005,,,,,
,,,4.56,,,
,4.75,5.4,,,,
,,4.9,,4.7,,
,,,,5.5,,
,4.8,6.1,,4.85,5.2,
,5.400000000000001,5.0,,4.6,5.0,
,5.5,,,,4.9,
,5.75,,,5.58,,
,,,,,5.92,
,4.5,,,,,
,5.400000000000001,,,,,
,,4.85,,4.8,4.8,
,,,,7.1,,
,4.9,4.9,,,5.35,
,5.2,5.4,,5.7,5.5,
,,5.73,,,,
,5.5,,,5.7,,
,4.24,,,4.62,4.8,
,,,5.1,,,
,4.58,,,,,
,4.9,,,,,
,5.400000000000001,5.4,,6.2,,
,6.0,4.4,,,,
,6.58,,,,,
,4.68,,,,,
,5.54,5.22,,,,
,5.0,4.7,,5.5,,
,,4.7,,5.3,,
,5.1,,,4.9,,
,5.67,,,,,
,5.2,5.0,,,5.3,
,,,,,,6.35
,4.9,,,,,
,,,,5.54,,
,4.9,4.8,,5.0,4.4,
,4.8,4.85,,4.8,5.45,
,,4.6,,4.6,,
,,,,,4.8,
,4.8,,,,,
,5.75,,,,,
,8.195,4.83,,5.12,,
,5.85,,,5.3,5.6,
,4.7,,,,,
,5.1,4.8,,4.9,4.5,
,6.400000000000001,4.6,,,5.5,
,5.6,,,,,
,5.04,,,,,
,5.35,,,,5.23,
,,5.55,,4.7,4.85,
,,,,,7.13,
,4.8,4.4,,,,
,,7.39,,,,
,5.6,,,,,
,5.1,4.9,,5.4,,
,,,,,6.7,
,4.8,5.7,,4.95,4.85,
,,5.7,,,,
,5.0,,,,4.75,
,,,,,5.55,
,5.0,,,,,
,4.9,4.5,,4.7,5.6,
,4.8100000000000005,,,,,
,5.0,,,4.4,,
,5.5,,,,,
,4.44,,,,,
,4.9,6.0,,,,
,,,,,4.75,
,,4.7,,,4.8,
,,,,,4.73,
,,5.6,,,,
,5.1,6.7,,,5.7,
,5.7,,,,,
,,4.9,,,,
,4.75,,,,,
,,4.8,,,,
,,5.5,,,,
,,4.9,,,,
,,5.3,,4.45,5.15,
,5.5,,,,,
,,5.8,,,6.2,
,4.6,4.8,,4.4,4.4,
,6.46,,,,,
,4.8,,,,5.8,
,4.994999999999999,,,,4.72,
,4.75,4.85,,,,
,7.4,,,,9.0,
,,6.0,,6.3,5.1,
,,,,,4.77,
,5.55,5.45,,,7.2,
,,,,4.18,,
,5.46,5.3,,,4.58,
,5.4,,,,,
,,,,,4.89,
,5.0,6.3,,,,
,5.400000000000001,,,4.8,,
,4.915,,,4.39,4.85,
,5.0,5.5,,4.9,5.3,
,,,5.7,,,
,4.8,,,,,
,,,,,6.0,
,,,,5.31,5.34,
,5.0,4.6,,,,
,4.92,,4.525,,,
,4.4,,,,,
,4.5,5.6,,5.1,,
,,4.5,,,,
,,5.92,,,,
,5.82,6.66,,5.76,,
,5.05,,,,4.55,
,4.85,,,5.35,,
,,,,5.0,,
,5.2,,,,,
,4.9,6.3,,4.8,6.3,
,6.0,,,,,
,4.4,,,,6.5,
,,5.0,,,,
,,4.4,,5.16,5.0,
,,,,5.38,,
,,6.4,,,,
,5.0,4.9,,4.5,4.6,
,5.6,,,,,
,,5.9,,5.9,,
,,6.16,,,,
,5.62,,,,,
,,,,,4.54,
,6.52,,,,,
,5.35,,,,,
,6.25,5.55,,5.3,7.0,
,5.3,,,,5.3,
,5.2,,,,,
,5.359999999999999,,,6.025,6.27,
,6.51,,,4.96,4.71,
,4.9125,4.4,,5.4,5.0,
,5.7,,,,,
,4.9,,,,4.95,
,,,,4.54,,
,,6.4,,,,
,5.5,5.3,,,,
,6.3,5.75,,5.4,5.0,
,4.6,,,,,
,5.45,,,,4.95,
,6.4,,,,,
,5.4,,,,,
,4.8,7.4,,4.7,,
,4.8,6.4,,5.65,,
,,,,4.5,,
,,,,,4.64,
,5.400000000000001,6.3,,,5.2,
,,,5.23,,,
,,4.85,,5.35,4.85,
,,,5.12,,,
,,,,5.02,,
,,4.55,,,,
,,,,7.46,,
,5.400000000000001,,,,,
,,4.7,,,,
,4.82,,,,4.75,
,6.25,6.2,,,5.05,
,,4.9,,,,
,,,,,4.7,
,,,,,4.9,
,5.34,,,4.48,,
,,6.16,,,,
,4.5,5.5,,4.8,4.8,
,,,6.545,,,
,5.2,,,,4.65,
,8.46,,,,,
,4.9,4.4,,,,
,5.85,,,,6.7,
,4.4,4.6,,,,
,,5.7,,,5.9,
,4.73,,,,4.54,
,4.6,5.35,,,4.95,
,,5.0,,,,
,5.15,6.0,,5.05,5.4,
,5.5,5.9,,4.9,,
,5.5,7.0,,,4.7,
,4.82,,,4.69,,
,6.0,5.7,,4.5,,
,,,,,5.13,
,4.87,,,,4.48,
,5.5,6.2,,,5.2,
,,,4.55,,,
,5.4,,,,,
,5.3,4.8,,,5.25,
,4.6,5.7,,4.8,4.8,
,,,,,4.66,
,4.65,4.85,,,5.05,
,4.9,5.3,,,4.9,
,,,,5.7,5.55,
,4.6,4.9,,,,
,5.45,6.9,,,,
,,,,,5.88,
,5.900000000000001,4.6,,5.1,,
,4.875,,,5.0,,
,5.5,,,5.3,6.0,
,,4.8,,,,
,5.15,6.4,,,,
,4.8,4.4,,5.57,4.4,
,5.5,,,,,
,4.6,4.8,,4.4,4.9,
,5.2,,,,,
,6.32,,,5.5,,
,,5.3,,,,
,5.62,,,,,
,4.7,,,,,
,,,,6.4,,
,6.87,,,,,
,4.95,4.8,,4.65,5.35,
,5.72,,,,,
,,,,6.62,,
,4.9,5.5,,,,
,,,,4.72,,
,,4.85,,7.05,,
,,5.55,,,4.95,
,6.01,,,,6.56,
,4.9,5.8,,,6.5,
,4.6,4.8,,,6.5,
,5.400000000000001,6.0,,,,
,4.57,,,4.57,,
,5.5,4.5,,4.8,4.9,
,4.8,4.85,,,5.4,
,4.5,,,,,
,5.0,5.6,,,,
,,,,4.96,,
,,,5.58,,,
,,,6.666666666666667,,,
,,,,,4.82,
,,,5.08,,,
,4.85,5.75,,5.85,4.8,
,,5.3,,5.5,,
,5.41,,,,,
,5.06,5.06,,5.17,6.4,
,,,,,,5.07
,6.5,6.5,,5.1,6.2,
,,,,,5.16,
,4.85,,,,5.0,
,,,,,5.0,
,5.6,,,,6.2,
,4.3,,,,,
,4.75,,,,,
,,4.9,,5.55,,
,4.6,,,,,
,,5.4,,,,
,4.8,,,,,
,,,,4.8,,
,4.5,4.8,,4.75,5.55,
,5.0,,,,,
,5.1,,,,,
,5.4,,,,,
,4.8,4.8,,,,
,6.6,,,,,
,,,,,4.98,
,5.0,,,,,
,,,,5.55,5.5,
,,,,5.4,,
,,4.27,,,4.35,
,,4.9,,4.7,,
,4.95,5.85,,,,
,4.5,5.35,,,6.2,
,,,,,4.75,
,,5.5,,,,
,5.39,,5.8,,,
,,,,5.75,,
,5.52,,,,,
,4.4,,,,5.5,
,5.9,6.05,,,5.45,
,5.2,,,5.4,4.5,
,4.72,4.4,,6.014285714285714,,
,5.4,,,,,
,,,,,5.25,
,,4.8,,,4.75,
,,,,4.8,5.9,
,,4.95,,,4.4,
,6.92,,,,,
,5.0,,,,5.8,
,4.82,,,,,
,,,,4.49,,
,,,,4.6,,
,4.85,4.85,,4.65,4.95,
,5.23,,,,,
,,4.75,,,4.9,
,,,5.1,,,
,,,,5.36,,
,4.7,,,,,
,5.900000000000001,4.5,,,4.6,
,5.08,,,,,
,4.4,,,,,
,,4.4,,4.95,,
,,4.6,,,5.7,
,5.19,,,,,
,5.400000000000001,6.0,,5.6,,
,5.109999999999999,,,,,
,4.6,,,5.9,4.5,
,6.39,,,,,
,6.0,,,,,
,4.85,5.45,,,4.55,
,5.3,,,,5.9,
,4.65,4.95,,,5.3,
,,,,,5.3,
,,,,,4.6,
,,,,,6.4,
,6.400000000000001,4.7,,4.4,,
,4.65,,,,,
,5.4,4.8,,,5.55,
,6.0,,,,,
,4.9,,5.1433333333333335,,,
,,4.9,,,,
,,4.85,,5.25,5.0,
,,4.6,,,6.5,
,,4.6,,4.5,4.8,
,,,,6.32,,
,6.1,4.8,,,4.85,
,6.87,,,,,
,5.400000000000001,,,,,
,,6.5,,,5.5,
,5.1,5.5,,,5.0,
,4.6,,,,,
,5.5,,,4.7,,
,,5.3,,,5.45,
,5.2,,5.025,,,
