LOG_CLint_HLM,LOG_CLint_RLM,LOG_CLint_MLM
2.1473671077937864,2.2764618041732443,2.5839578420864573
1.1095785469043866,,
2.499687082618404,2.9804578922761,
,2.184180195347259,
1.2041199826559248,,
1.1760912590556811,,
,0.534026106056135,1.634124451552187
,,1.9493900066449128
1.2986347831244356,2.011147360775797,
1.775756037844098,,
,,
1.9432471251378616,1.534026106056135,
,,2.089661414467177
0.3692158574101428,1.5976951859255124,
,1.8350561017201164,
2.3400274682826607,,2.887197992555555
0.5305838596451177,1.8350561017201164,
1.6433737066738228,,2.0445182019182524
1.697519937940786,,
,2.3521825181113627,
1.6122539060964374,1.9712758487381048,
,,1.68263687783336
,,0.9906717750659998
1.5733358400660675,,
1.238447577141119,0.5976951859255123,1.1112457062718497
2.603479981788932,,
2.146128035678238,,
1.2723058444020865,1.4313637641589874,
,,1.9149510611278813
,1.6016254795539446,
1.758381941774675,,
1.0224283711854865,,1.7688230254496435
,3.315422411252926,
0.9658129530366032,,1.9924054878750004
1.515343893088381,,
,1.255272505103306,
0.5866998016240491,,
2.7703069614262605,,
0.4771212547196624,,
-1.744727494896694,,
2.8573324964312685,,
1.4483971034577676,,
2.424211718939284,,
1.2723058444020865,,
,2.773786444981193,
,2.345177616542704,2.7326108527951987
,,2.1112457062718497
,1.7323937598229686,
1.2442771208018428,1.4313637641589874,
,1.209515014542631,
,,2.3561597599568995
2.545307116465824,,
2.2049064289025684,,3.5512956496159296
,2.035589817243457,
1.0,1.462397997898956,
1.624488362513449,1.255272505103306,
2.6085153365370357,2.7008767083769034,
,1.669037800885156,
0.7671558660821804,1.534026106056135,
,,0.291701770729981
-0.2416180582253246,1.0490628897941248,0.7133056975998121
2.472506328967893,,
1.6955517183388942,1.8115750058705933,
1.4483971034577676,2.4539295920577286,
1.5843312243675307,,
0.7016543173257481,,
1.4533183400470375,,
,1.2237554536572413,
1.7213983755215052,,2.333094455888206
2.2121876044039577,,
2.464385208841898,,
1.624488362513449,,
1.816373888752362,,
1.414973347970818,,
-0.7986028756795485,,
1.7420177471401384,2.502795704130006,2.106088858382442
0.9712758487381052,,
,,2.325125526216931
1.636387585813157,,
,1.2464985807958011,
,,3.530249658411309
0.8255818905391858,,1.2864587153176092
,,
1.0,,1.8221680793680173
1.0413926851582251,,1.3979400086720375
,,
1.860577551244416,,
1.6614719287666189,,2.457242847452354
1.5440680443502757,,
1.3010299956639813,,
2.60422605308447,,
4.214313897424399,,
0.5153438930883808,-0.0457574905606751,
,1.5891673905460475,
1.545307116465824,1.7323937598229686,
2.4222943008935625,,
2.815442259188306,,
0.7583819417746753,,
0.3692158574101428,,
1.3521825181113625,,2.728678366850914
0.4661258704181992,,
1.7323937598229686,,
0.8195439355418687,,1.5705429398818975
1.52283531366053,,2.066959197867122
,2.5056925074122,
,,1.9149510611278813
1.691435152144062,,
,,0.8480042714972682
0.9397587972920404,,0.5970531401766048
0.9712758487381052,1.2966651902615312,
1.5996647787884168,1.6354837468149122,
0.4313637641589873,,
,1.7201593034059568,
1.036668810300097,,
,1.5563025007672873,
,1.9876662649262744,
0.5453071164658241,,
1.250420002308894,1.7846172926328754,
1.2041199826559248,,
2.0224283711854865,,
1.0681858617461617,,2.392072315847544
2.500606922065987,2.6989700043360187,
,,
,,
,,1.8329557506045984
,1.100370545117563,
,1.7269715836828767,
0.0681858617461616,,
,,0.8231806877722362
1.816373888752362,,
1.285669805960068,,1.7802524872304253
1.884427161737945,,
2.4614099781074588,2.113207769822735,
2.499687082618404,3.0453229787866576,
2.2049064289025684,,
0.8450980400142568,,
1.410608542568368,,
1.2041199826559248,1.7481880270062005,1.4913616938342726
,3.315422411252926,
,2.087781417809542,
,,2.412275701935831
0.7781512503836436,2.204119982655925,1.380211241711606
2.310727290044546,2.807940721215499,
1.396565465184899,,
0.900694774452398,,1.501216785272612
,2.6020599913279625,
0.9432471251378616,1.5976951859255124,
0.8463371121298052,,
,,2.9149510611278813
1.1095785469043866,,
,,1.7510942584892115
1.0224283711854865,,
2.198519630241168,,
1.839037873388306,,
,,2.2097321075148613
2.037824750588342,,2.1550322287909704
1.2143138974243997,1.5563025007672873,
0.895422546039408,,
0.8163738887523619,,1.748067803859024
1.5866998016240492,1.670245853074124,
1.3692158574101427,,2.1725153630107723
,2.263233538439489,
1.925312091499649,2.6884198220027105,
0.4483971034577676,,
1.7686381012476144,,3.1085311988578685
1.0681858617461617,1.7993405494535817,
1.7671558660821804,,
,,1.5831987739686226
,,1.5927317663939622
2.105169427999332,,
,0.0334237554869497,
1.3692158574101427,1.6170003411208989,
0.2143138974243995,,1.565859619993661
1.6809697184658972,2.833911715071378,
1.0681858617461617,,
,,1.7388598020722
0.8463371121298052,,
,,0.5469742758332871
,0.8061799739838872,
1.0413926851582251,2.1903316981702914,
,,1.706675118700799
1.3692158574101427,,
,,0.954459602411555
0.9132839017604184,,
1.0839646181352025,,
-1.2441251443275083,,
2.3024499861249508,,
0.4661258704181992,,1.8504103412631467
1.4299136977637543,1.7466341989375789,
2.0681858617461617,,
,1.3617278360175928,1.6720978579357175
,,0.5927317663939622
2.792461731346951,,
,1.5314789170422551,
,1.7160033436347992,
1.410608542568368,,
1.2183280235947205,,
1.9132839017604184,2.189770956346874,
1.0224283711854865,,
1.4831592097169797,1.7993405494535817,
-0.1536628878701947,,
4.147367107793786,,4.291701770729981
,,2.864573372930461
1.5733358400660675,,
